acc,start,end,label
P00127,74,147,structured
P00452,5,267,structured
P00452,274,736,structured
P00452,737,761,disordered
P00734,90,110,disordered
P00734,111,186,structured
P00734,187,211,disordered
P00734,214,291,structured
P00734,298,316,disordered
P00734,334,360,structured
P00734,364,509,structured
P00734,518,620,structured
P00736,28,60,structured
P00736,63,79,structured
P00736,83,128,structured
P00736,142,190,structured
P00736,193,305,disordered
P00736,309,323,structured
P00736,326,415,structured
P00736,425,458,structured
P00736,464,508,structured
P00736,515,597,structured
P00736,604,621,structured
P00736,635,662,structured
P00736,666,703,structured
P00742,90,126,disordered
P00742,128,177,structured
P00742,235,468,structured
P00974,14,38,disordered
P00974,39,91,structured
P01023,28,682,structured
P01023,683,728,disordered
P01023,730,1335,structured
P01034,27,37,disordered
P01034,38,146,structured
P01042,438,531,disordered
P01050,1,65,disordered
P01071,1,181,disordered
P01089,32,35,structured
P01089,36,45,disordered
P01089,46,67,structured
P01089,68,92,disordered
P01089,93,156,structured
P01094,1,68,disordered
P01097,23,27,structured
P01097,28,50,disordered
P01097,51,58,structured
P01100,138,139,disordered
P01100,140,192,structured
P01100,199,200,disordered
P01100,216,380,disordered
P01130,4,275,disordered
P01130,276,353,structured
P01130,354,393,disordered
P01130,394,408,structured
P01130,415,416,disordered
P01130,417,455,structured
P01130,456,464,disordered
P01130,474,475,disordered
P01130,476,713,structured
P01130,714,788,disordered
P01130,819,832,disordered
P01139,19,238,disordered
P01160,56,123,disordered
P01732,22,127,structured
P01732,128,182,disordered
P01732,209,227,structured
P02469,29,102,structured
P02469,108,283,structured
P02469,290,493,structured
P02469,494,540,disordered
P02469,1736,1786,structured
P02533,295,331,disordered
P02533,332,419,structured
P02545,45,65,structured
P02545,75,220,structured
P02545,223,247,structured
P02545,313,337,structured
P02545,340,381,structured
P02545,429,546,structured
P02545,567,664,disordered
P02631,3,50,structured
P02631,51,62,disordered
P02631,63,109,structured
P02655,35,39,structured
P02655,40,65,disordered
P02655,66,101,structured
P02671,25,35,disordered
P02671,153,207,structured
P02671,232,581,disordered
P02671,670,866,structured
P02686,134,304,disordered
P02721,37,54,structured
P02721,55,66,disordered
P02721,67,83,structured
P02721,84,108,disordered
P02783,1,70,disordered
P02929,103,151,disordered
P02929,165,235,structured
P03040,3,55,structured
P03040,56,66,disordered
P03050,1,53,disordered
P03070,7,16,structured
P03070,17,26,disordered
P03070,27,38,structured
P03070,39,48,disordered
P03070,49,67,structured
P03070,68,87,disordered
P03070,88,102,structured
P03070,103,134,disordered
P03070,135,250,structured
P03070,266,627,structured
P03086,1,13,structured
P03086,14,23,disordered
P03086,24,39,structured
P03086,40,71,disordered
P03087,1,21,disordered
P03087,22,30,structured
P03087,44,343,structured
P03087,344,362,disordered
P03101,18,403,structured
P03101,438,479,structured
P03101,486,505,disordered
P03126,1,10,disordered
P03126,14,77,structured
P03126,78,89,disordered
P03126,90,147,structured
P03126,148,158,disordered
P03255,1,289,disordered
P03259,1,266,disordered
P03265,180,292,structured
P03265,294,334,disordered
P03265,350,400,structured
P03265,406,426,structured
P03265,433,453,structured
P03265,454,464,disordered
P03265,465,529,structured
P03347,110,148,disordered
P03347,280,352,structured
P03347,353,389,disordered
P03347,428,449,disordered
P03407,74,152,structured
P03407,154,181,disordered
P03407,183,207,structured
P03421,1,118,disordered
P03421,131,158,structured
P03421,161,241,disordered
P03422,1,360,disordered
P03422,377,457,disordered
P03422,459,507,structured
P03431,1,15,structured
P03431,16,81,disordered
P03431,685,754,structured
P03433,1,196,structured
P03433,197,257,disordered
P03433,258,348,structured
P03433,354,371,structured
P03433,372,397,disordered
P03433,398,549,structured
P03433,558,716,structured
P03437,30,52,structured
P03437,55,341,structured
P03437,382,507,structured
P03437,508,520,disordered
P03496,73,82,disordered
P03496,87,202,structured
P03496,204,230,disordered
P03520,1,60,disordered
P03520,94,105,structured
P03607,20,57,disordered
P03607,81,279,structured
P03714,1,24,disordered
P03714,25,45,structured
P03714,46,62,disordered
P03714,63,116,structured
P03956,20,31,disordered
P03956,32,45,structured
P03956,46,57,disordered
P03956,58,98,structured
P03956,107,263,structured
P03956,270,465,structured
P04004,1,130,disordered
P04004,154,184,structured
P04004,193,213,structured
P04004,217,261,structured
P04004,269,284,structured
P04004,331,473,structured
P04035,484,860,structured
P04035,861,888,disordered
P04083,1,41,disordered
P04083,42,115,structured
P04083,116,185,disordered
P04083,186,346,structured
P04150,1,530,disordered
P04150,531,549,structured
P04150,551,615,structured
P04150,616,618,disordered
P04150,619,632,structured
P04150,633,637,disordered
P04150,638,681,structured
P04150,683,702,structured
P04150,703,710,disordered
P04150,711,740,structured
P04150,741,767,disordered
P04150,768,775,structured
P04150,776,777,disordered
P04183,1,17,disordered
P04183,18,60,structured
P04183,64,73,disordered
P04183,75,191,structured
P04183,193,234,disordered
P04198,28,60,disordered
P04198,72,89,structured
P04273,23,126,disordered
P04273,127,193,structured
P04273,197,225,structured
P04383,1,81,disordered
P04383,82,348,structured
P04386,8,49,structured
P04386,50,144,disordered
P04480,1,172,disordered
P04554,46,102,disordered
P04578,9,43,structured
P04578,47,56,structured
P04578,73,124,structured
P04578,127,196,disordered
P04578,197,298,structured
P04578,329,393,structured
P04578,398,409,disordered
P04578,412,440,structured
P04578,443,459,structured
P04578,465,492,structured
P04578,496,519,structured
P04578,547,580,structured
P04578,601,623,structured
P04578,626,650,structured
P04578,672,701,structured
P04578,739,856,structured
P04584,2,110,structured
P04584,111,135,disordered
P04584,136,612,structured
P04584,615,676,structured
P04584,684,703,structured
P04584,707,744,structured
P04584,754,823,structured
P04584,841,968,structured
P04584,971,1172,structured
P04584,1175,1214,structured
P04584,1225,1377,structured
P04626,24,27,disordered
P04626,28,36,structured
P04626,37,38,disordered
P04626,41,54,structured
P04626,58,66,structured
P04626,67,68,disordered
P04626,69,73,structured
P04626,75,111,structured
P04626,113,119,structured
P04626,120,134,disordered
P04626,135,148,structured
P04626,150,173,structured
P04626,174,176,disordered
P04626,177,184,structured
P04626,185,191,disordered
P04626,192,194,structured
P04626,195,202,disordered
P04626,203,204,structured
P04626,205,219,disordered
P04626,220,269,structured
P04626,270,274,disordered
P04626,275,324,structured
P04626,325,327,disordered
P04626,328,334,structured
P04626,335,336,disordered
P04626,337,382,structured
P04626,383,388,disordered
P04626,389,528,structured
P04626,529,530,disordered
P04626,531,586,structured
P04626,587,653,disordered
P04626,703,705,disordered
P04626,757,760,disordered
P04626,866,883,disordered
P04626,988,1255,disordered
P04711,36,123,structured
P04711,124,140,disordered
P04711,141,228,structured
P04711,233,347,structured
P04711,365,760,structured
P04711,768,926,structured
P04711,946,970,structured
P04859,320,473,structured
P04859,474,518,disordered
P04859,519,568,structured
P04908,1,130,disordered
P04968,12,234,structured
P04968,243,334,structured
P04968,336,480,structured
P04968,481,496,disordered
P04968,497,514,structured
P04972,1,87,disordered
P05019,52,69,structured
P05019,70,90,disordered
P05019,91,111,structured
P05031,36,356,structured
P05031,357,383,disordered
P05031,384,510,structured
P05055,2,74,structured
P05055,75,84,disordered
P05055,85,237,structured
P05055,238,298,disordered
P05055,299,358,structured
P05055,359,370,disordered
P05055,371,385,structured
P05055,386,395,disordered
P05055,396,542,structured
P05055,543,711,disordered
P05059,1,449,disordered
P05205,17,22,disordered
P05205,23,74,structured
P05205,75,76,disordered
P05205,131,140,disordered
P05205,141,199,structured
P05205,200,206,disordered
P05221,1,16,disordered
P05221,17,33,structured
P05221,34,42,disordered
P05221,43,67,structured
P05221,68,73,disordered
P05221,74,117,structured
P05221,118,200,disordered
P05231,28,46,disordered
P05231,47,74,structured
P05231,89,158,structured
P05231,168,212,structured
P05318,1,106,disordered
P05367,20,56,structured
P05367,89,102,disordered
P05387,1,115,disordered
P05452,1,49,disordered
P05452,50,72,structured
P05452,77,202,structured
P05455,9,188,structured
P05455,195,325,structured
P05455,326,408,disordered
P05546,20,79,disordered
P05546,91,113,disordered
P05546,114,499,structured
P05556,26,49,structured
P05556,63,72,structured
P05556,75,97,structured
P05556,106,464,structured
P05556,752,798,disordered
P05661,9,203,structured
P05661,213,627,structured
P05661,628,641,disordered
P05661,642,809,structured
P06132,1,10,disordered
P06132,11,366,structured
P06400,52,83,structured
P06400,84,93,disordered
P06400,94,176,structured
P06400,177,184,disordered
P06400,185,206,structured
P06400,207,209,disordered
P06400,210,244,structured
P06400,245,269,disordered
P06400,270,303,structured
P06400,304,310,disordered
P06400,311,345,structured
P06400,346,370,disordered
P06400,372,383,disordered
P06400,384,437,structured
P06400,438,439,disordered
P06400,440,464,structured
P06400,465,471,disordered
P06400,472,499,structured
P06400,500,513,disordered
P06400,514,576,structured
