acc,start,end,label
A4HV47,1,54,disordered
A4HV47,55,283,structured
A4IDD0,4,241,structured
A4IDD0,242,264,disordered
A4IDD6,1,99,disordered
A4IDD6,100,301,structured
A4IDS4,1,211,structured
A4IDS4,212,246,disordered
A5F384,4,100,structured
A5F384,101,110,disordered
A5F384,111,272,structured
A6NI73,44,146,structured
A6NI73,147,157,disordered
A6NI73,158,176,structured
A6NI73,180,236,structured
A6YID9,1,38,disordered
A6YID9,39,136,structured
A7KHA7,24,50,disordered
A7KHA7,51,61,structured
A7L035,22,47,disordered
A7UMX5,1,996,disordered
A7YK37,1,227,disordered
A7YK37,228,299,structured
A7YK37,301,343,structured
A7YK37,349,362,structured
A7YK37,366,380,structured
A7YK37,382,440,structured
A7YK37,444,530,structured
A7ZUK2,16,335,structured
A7ZUK2,339,930,structured
A7ZUK2,931,1134,disordered
A7ZUK2,1137,1375,structured
A8AZZ3,24,44,disordered
A8AZZ3,45,115,structured
A8AZZ3,116,134,disordered
A8AZZ3,135,145,structured
A8AZZ3,146,195,disordered
A8BB85,2,134,structured
A8BB85,135,160,disordered
A8BB85,162,243,structured
A8BB85,251,271,structured
A8BB85,273,316,structured
A8CDV5,1,118,disordered
A8MTZ0,1,25,disordered
A8MTZ0,26,80,structured
A8MTZ0,81,92,disordered
A8ULG6,55,161,structured
A8ULG6,162,175,disordered
A8ULG6,176,321,structured
B0FRH7,1,120,disordered
B0Y813,3,118,structured
B0Y813,119,142,disordered
B0Y813,143,239,structured
B2LME8,32,155,disordered
B2LME8,174,400,structured
B2RLE7,23,54,disordered
B2RLE7,68,256,structured
B2RLE7,266,359,disordered
B5TV91,1,117,structured
B5TV91,118,134,disordered
B5TV91,135,185,structured
B5TV91,186,226,disordered
B5TV91,227,289,structured
B6KJB6,337,542,disordered
B7T1D7,1,27,structured
B7T1D7,42,126,structured
B7T1D7,127,137,disordered
B7T1D7,138,203,structured
B7T1D7,216,250,disordered
B7T1D7,251,285,structured
B8ZXI1,1,20,structured
B8ZXI1,24,150,structured
B8ZXI1,157,224,structured
B8ZXI1,228,291,structured
B8ZXI1,292,326,disordered
B8ZXI1,331,414,structured
B9KDD4,2,280,structured
B9KDD4,281,327,disordered
B9KDD4,328,603,structured
B9KDD4,608,711,structured
C0J347,264,464,disordered
C4PB33,361,395,disordered
C6KSX0,29,83,structured
C6KSX0,84,116,disordered
C6KSX0,117,142,structured
C6KSX0,143,157,disordered
C6KSX0,158,199,structured
C6KSX0,207,250,structured
C6KSX0,254,304,structured
C6ZFX3,1,94,disordered
C8CGS7,1630,1756,disordered
D0AB09,1,10,disordered
D0AB09,11,82,structured
D0AB09,86,333,structured
D0AB09,340,421,structured
D0NBE6,97,247,structured
D0NBE6,251,330,structured
D0NBE6,335,369,structured
D0NBE6,370,381,disordered
D0PV95,1,168,disordered
D1A4G7,200,413,disordered
D1A4G7,414,697,structured
D1A4G7,741,758,structured
D1A4G7,763,1315,structured
D1M863,1,25,disordered
D1M863,26,145,structured
D3TI84,2,186,structured
D3TI84,187,244,disordered
D3TI84,246,330,structured
D3TI84,336,400,structured
D3TI84,404,491,structured
D3TI84,492,503,disordered
D3TI84,505,522,structured
D3TI84,533,661,structured
D3TI84,663,690,disordered
D3TI84,711,727,structured
D3TI84,737,791,structured
D3TI84,795,933,disordered
E1BSW7,2,139,disordered
E3T1W8,22,39,disordered
E3T1W8,40,117,structured
E3T1W8,127,273,structured
E3T1W8,279,291,structured
E3T1W8,292,319,disordered
E3T1W8,320,411,structured
E3T1W8,420,530,structured
E3T1W8,532,541,disordered
E6PBU3,1,22,disordered
E6PBU3,37,115,structured
E6PBU3,116,143,disordered
E6Y5X0,232,321,disordered
E9AD06,1,66,disordered
E9AD06,67,150,structured
E9ADE1,13,100,structured
E9ADE1,101,121,disordered
E9ADE1,122,148,structured
E9ADE1,156,199,structured
E9AE57,1,21,disordered
E9AE57,28,375,structured
E9AE57,386,568,structured
F0TTD6,2,158,structured
F0TTD6,159,252,disordered
F1NGB1,190,455,disordered
F1QCV2,2,364,structured
F1QCV2,365,411,disordered
F1QCV2,412,434,structured
F1QCV2,437,453,structured
F1QCV2,456,552,structured
F1QCV2,554,588,structured
F1QCV2,594,641,structured
F1QCV2,644,675,structured
F1QR43,51,72,disordered
F1QR43,73,212,structured
F1QR43,217,586,structured
F2WK69,88,164,disordered
F2WK69,165,377,structured
F4IED2,161,498,disordered
F4K4L7,182,191,disordered
F4K4L7,192,254,structured
F6IAY2,177,346,disordered
F8UU09,1,82,disordered
F8UU09,83,468,structured
G0SCY6,1,25,disordered
G0SCY6,32,42,structured
G0SCY6,43,56,disordered
G0SCY6,57,70,structured
G0SCY6,83,125,structured
G1TDB3,1,39,disordered
G1TDB3,40,114,structured
G1TDB3,115,124,disordered
G4NEJ8,1,38,disordered
G4NEJ8,44,80,structured
G4NEJ8,84,116,structured
G4NEJ8,117,158,disordered
G5ED39,1,10,disordered
G5ED39,12,390,structured
G5ED39,391,446,disordered
G5ED39,449,589,structured
G5ED39,590,628,disordered
G5ED39,629,893,structured
G5ED39,899,1094,structured
G5ED39,1105,1140,structured
G5ED39,1141,1262,disordered
G5EFZ1,1,19,disordered
G5EFZ1,27,196,structured
G5EFZ1,198,297,structured
G5EFZ1,305,519,structured
G5EFZ1,520,539,disordered
G8HXD9,1,56,disordered
H2L2M0,1,88,structured
H2L2M0,91,117,disordered
I1JLC8,1,105,disordered
J2EKT7,2,53,structured
J2EKT7,54,82,disordered
J7JU64,29,68,disordered
J7M799,1,237,disordered
J7QA90,6,43,structured
J7QA90,44,88,disordered
J7QLC0,1006,1706,disordered
J9ULM6,1,17,disordered
J9ULM6,20,209,structured
J9V8B5,44,97,disordered
M4GGR4,1,14,disordered
M4GGR4,15,355,structured
O00189,160,184,disordered
O00189,185,383,structured
O00189,384,399,disordered
O00189,400,427,structured
O00189,436,453,structured
O00268,408,838,disordered
O00268,871,919,structured
O00268,920,945,disordered
O00268,946,966,structured
O00268,1054,1085,structured
O00273,1,100,disordered
O00273,101,307,structured
O00308,438,479,structured
O00308,493,552,structured
O00308,558,659,structured
O00308,662,702,disordered
O00308,703,864,structured
O00410,1,21,disordered
O00410,22,315,structured
O00410,316,329,disordered
O00410,332,591,structured
O00410,599,1097,structured
O00488,1,35,disordered
O00488,55,77,structured
O00488,78,116,disordered
O00522,64,75,structured
O00522,118,128,disordered
O00522,155,168,structured
O00522,169,198,disordered
O00522,288,416,structured
O00522,420,610,structured
O00522,615,646,structured
O00522,654,729,structured
O00548,22,47,structured
O00548,52,95,structured
O00548,106,132,structured
O00548,140,291,structured
O00548,443,551,disordered
O00584,34,188,structured
O00584,192,214,structured
O00584,215,234,disordered
O00584,235,252,structured
O00585,30,93,structured
O00585,94,134,disordered
O01479,196,221,disordered
O01479,222,388,structured
O05574,50,110,disordered
O06522,18,56,disordered
O06522,57,223,structured
O08583,77,104,disordered
O08583,105,182,structured
O08785,42,88,structured
O08785,89,107,disordered
O08785,223,248,disordered
O08785,258,269,disordered
O08785,519,556,structured
O13828,2,72,structured
O13828,82,114,structured
O13828,123,185,structured
O13828,196,206,structured
O13828,220,235,structured
O13828,240,291,disordered
O13828,553,741,disordered
O13916,1,23,structured
O13916,25,80,disordered
O14140,1,54,disordered
O14214,1,83,disordered
O14214,86,235,structured
O14214,241,270,structured
O14214,271,304,disordered
O14558,1,56,disordered
O14558,74,146,structured
O14678,2,12,disordered
O14678,13,356,structured
O14678,357,383,disordered
O14678,384,604,structured
O14713,49,59,disordered
O14713,60,71,structured
O14713,168,190,structured
O14727,1,104,disordered
O14727,105,586,structured
O14727,592,789,structured
O14727,795,1248,structured
O14733,30,100,disordered
O14733,104,126,structured
O14733,133,157,structured
O14733,165,263,structured
O14733,302,400,structured
O14745,11,241,structured
O14745,242,358,disordered
O14810,26,70,structured
O14810,71,134,disordered
O14832,31,42,disordered
O14832,53,108,structured
O14832,114,164,structured
O14832,173,222,structured
O14832,223,233,disordered
O14832,240,302,structured
O14832,303,318,disordered
O14832,319,338,structured
O14958,23,57,structured
O14958,69,258,structured
O14958,268,370,structured
O14958,371,399,disordered
O14974,1,40,disordered
O14974,658,974,structured
O15054,1134,1176,disordered
O15054,1180,1291,structured
O15054,1292,1325,disordered
O15054,1326,1502,structured
O15054,1506,1590,structured
O15054,1597,1638,structured
O15118,288,333,disordered
O15118,334,369,structured
O15118,374,383,disordered
O15118,400,604,structured
O15118,605,620,disordered
O15118,622,641,structured
O15118,650,772,structured
O15118,773,813,disordered
O15118,815,959,structured
O15118,960,983,disordered
O15118,984,1251,structured
O15118,1252,1278,disordered
O15234,137,286,disordered
O15273,1,88,structured
O15273,91,167,disordered
O15294,1,88,disordered
O15294,191,322,structured
O15294,325,723,structured
O15294,729,755,structured
O15294,757,771,disordered
O15294,773,1037,structured
O15344,87,116,disordered
O15344,117,509,structured
O15344,526,661,structured
O15350,10,25,disordered
O15350,26,31,structured
O15350,114,310,structured
O15350,349,398,disordered
O15350,492,548,structured
O15350,549,564,disordered
O15550,880,885,disordered
O15550,886,902,structured
O15550,903,909,disordered
O15550,910,1047,structured
O15550,1048,1077,disordered
O15550,1078,1395,structured
O15550,1396,1401,disordered
O15922,1,89,disordered
O15922,90,229,structured
O15922,230,240,disordered
O15922,241,262,structured
O15922,267,314,structured
O15922,315,324,disordered
O15922,325,447,structured
O16043,1,183,disordered
O17087,549,706,structured
O17087,718,765,structured
O17087,780,803,structured
O17087,813,860,disordered
O17087,896,905,structured
O23661,388,594,disordered
O23764,1,422,disordered
O23813,53,62,disordered
O23813,64,87,structured
O23813,89,113,structured
O23813,116,233,structured
O23813,242,254,structured
O23813,257,628,structured
O24172,1,33,structured
O24172,34,50,disordered
O24646,1,77,disordered
O24646,109,150,disordered
O25010,1,73,disordered
O25555,96,125,disordered
O28362,1,16,disordered
O28362,17,78,structured
O28362,79,102,disordered
O30916,1,168,disordered
O30916,169,170,structured
O30916,171,181,disordered
O31467,1,48,structured
O31467,49,70,disordered
O31818,1,40,structured
O31818,41,77,disordered
O31851,40,88,structured
O31851,89,125,disordered
O31851,126,190,structured
O32728,1,101,disordered
O32728,102,158,structured
O32728,159,250,disordered
O33599,26,44,disordered
O33599,45,146,structured
O33599,147,182,disordered
O33599,188,314,structured
O35274,1,154,disordered
O35274,417,602,disordered
O35625,1,17,disordered
O35625,19,59,disordered
O35625,60,78,structured
O35625,79,80,disordered
O35625,295,499,disordered
O35718,15,225,disordered
O39946,61,91,disordered
O39946,150,194,disordered
O43313,362,823,disordered
O43318,27,44,structured
O43318,48,65,structured
O43318,66,80,disordered
O43318,81,93,structured
O43318,97,176,structured
O43318,178,190,disordered
O43318,191,305,structured
O43474,1,130,disordered
O43474,430,512,structured
O43516,2,101,disordered
O43516,407,503,disordered
O43663,2,138,structured
O43663,144,308,structured
O43663,312,324,structured
O43663,326,376,structured
O43663,386,425,structured
O43663,429,444,structured
O43663,451,620,disordered
O43715,1,26,structured
O43715,36,52,structured
O43715,54,76,disordered
O43776,98,110,disordered
O43776,112,213,structured
O43776,224,277,structured
O43776,282,324,structured
O43776,331,548,structured
O43791,29,59,structured
O43791,60,64,disordered
O43791,65,77,structured
O43791,78,79,disordered
O43791,80,93,structured
O43791,94,96,disordered
O43791,97,108,structured
O43791,110,164,structured
O43791,165,166,disordered
O43791,168,179,disordered
O43791,180,231,structured
O43791,232,237,disordered
O43791,238,269,structured
O43791,270,319,disordered
O43791,320,354,structured
O43791,355,374,disordered
O44326,82,107,structured
O44326,120,522,structured
O44326,531,609,structured
O44326,613,678,disordered
O48963,184,304,structured
O48963,458,579,structured
O48963,581,592,disordered
O48963,593,614,structured
O49195,16,48,disordered
O49195,51,270,structured
O50008,2,447,structured
O50008,448,460,disordered
O50008,461,760,structured
O54928,175,244,disordered
O55000,1,308,structured
O55000,309,433,disordered
O60200,6,36,structured
O60200,40,66,structured
O60200,67,81,disordered
O60239,42,143,structured
O60239,150,261,structured
O60239,266,452,disordered
O60260,1,72,structured
O60260,73,99,disordered
O60260,109,142,disordered
O60260,143,217,structured
O60260,218,221,disordered
O60260,222,353,structured
O60260,354,361,disordered
O60260,362,377,structured
O60260,378,392,disordered
O60260,393,404,structured
O60260,405,413,disordered
O60260,414,465,structured
O60508,1,82,disordered
O60508,117,131,structured
O60566,20,42,disordered
O60566,43,91,structured
O60566,92,95,disordered
O60566,96,203,structured
O60566,204,220,disordered
O60566,291,308,structured
O60566,647,720,disordered
O60568,33,71,structured
O60568,72,86,disordered
O60568,87,285,structured
O60568,293,591,structured
O60568,592,605,disordered
O60568,606,738,structured
O60701,2,381,structured
O60701,389,464,structured
O60701,465,494,disordered
O60741,1,93,disordered
O60741,108,129,structured
O60741,140,195,structured
O60741,209,240,structured
O60741,253,324,structured
O60741,340,586,structured
O60885,41,42,disordered
O60885,44,59,disordered
O60885,60,162,structured
O60885,163,183,disordered
O60885,333,349,disordered
O60885,353,458,structured
O60885,459,460,disordered
O60885,600,1362,structured
O60888,45,60,disordered
O60888,63,168,structured
O60888,170,179,disordered
O60927,1,126,disordered
O60934,272,295,disordered
O60934,335,392,disordered
O60934,423,438,disordered
O60934,655,712,structured
O61380,578,660,disordered
O62301,1,192,structured
O62301,194,210,disordered
O62301,217,254,structured
O62301,255,288,disordered
O62301,289,355,structured
O62301,388,417,structured
O62479,4,19,structured
O62479,28,42,structured
O62479,48,101,structured
O62479,106,127,disordered
O62479,130,167,structured
O62479,169,190,structured
O62479,250,407,structured
O65934,8,103,structured
O65934,104,230,disordered
O65934,231,310,structured
O66683,1,88,disordered
O66858,1,60,disordered
O66858,73,191,structured
O66858,195,238,structured
O66858,242,352,structured
O66858,357,389,structured
O67086,1,59,disordered
O67086,60,89,structured
O67086,90,118,disordered
O70200,1,16,disordered
O70200,17,123,structured
O70200,124,147,disordered
O73557,1,29,disordered
O73557,30,70,structured
O73557,71,99,disordered
O74774,1,155,disordered
O74774,156,203,structured
O74774,204,259,disordered
O74774,260,274,structured
O74774,282,592,structured
O75151,3,59,structured
O75151,60,79,disordered
O75151,86,444,structured
O75223,1,13,disordered
O75223,15,182,structured
O75469,130,142,disordered
O75469,143,176,structured
O75469,177,210,disordered
O75469,211,228,structured
O75469,229,237,disordered
O75469,238,308,structured
O75469,309,318,disordered
O75469,319,381,structured
O75469,382,384,disordered
O75469,385,429,structured
O75469,430,434,disordered
O75475,31,32,disordered
O75475,92,135,disordered
O75475,337,344,disordered
O75475,347,352,disordered
O75475,364,369,disordered
O75475,380,395,disordered
O75475,405,409,disordered
O75475,414,471,disordered
O75496,1,209,disordered
O75506,1,53,disordered
O75506,60,76,disordered
O75554,8,82,structured
O75554,276,376,disordered
O75807,513,631,disordered
O75817,1,28,disordered
O75817,29,59,structured
O75817,63,114,structured
O75817,119,139,structured
O75936,1,187,structured
O75936,188,198,disordered
O75936,199,384,structured
O76074,128,145,disordered
O76074,395,406,disordered
O76074,537,660,structured
O76074,679,788,structured
O76074,811,839,structured
O76074,840,850,disordered
O76074,851,858,structured
O76463,10,402,structured
O76463,404,422,disordered
O76463,424,440,structured
O76744,1,23,disordered
O76744,24,422,structured
O77299,1,80,disordered
O80358,2,40,structured
O80358,51,85,structured
O80358,86,102,disordered
O80358,103,262,structured
O80358,269,279,structured
O80452,140,211,disordered
O80452,212,273,structured
O80452,274,285,disordered
O80452,286,839,structured
O86488,569,1250,disordered
O88393,591,729,structured
O88393,730,744,disordered
O88393,745,757,structured
O88998,211,338,structured
O88998,339,352,disordered
O88998,353,477,structured
O94316,1,60,disordered
O94316,68,971,structured
O94742,1,89,disordered
O94829,1,18,disordered
O94829,19,151,structured
O94829,159,181,structured
O94829,192,455,structured
O94829,461,482,structured
O94829,484,655,structured
O94829,656,673,disordered
O94829,675,690,structured
O94829,699,794,structured
O94829,814,840,structured
O94829,850,861,structured
O94829,882,895,structured
O94829,936,951,structured
O94907,38,44,disordered
O94907,178,181,disordered
O94907,184,248,structured
O94907,249,260,disordered
O94925,71,136,disordered
O94925,139,187,structured
O94925,193,249,structured
O94925,255,315,structured
O94925,320,531,structured
O94925,601,630,structured
O94925,646,669,disordered
O94986,1,15,disordered
O94986,16,46,structured
O94986,47,60,disordered
O94986,1261,1304,structured
O95149,1,93,disordered
O95149,94,161,structured
O95149,162,165,disordered
O95149,166,287,structured
O95149,288,360,disordered
O95197,1,27,disordered
O95197,246,264,structured
O95197,988,1032,disordered
O95278,1,68,structured
O95278,69,79,disordered
O95278,80,147,structured
O95278,153,323,structured
O95292,1,150,disordered
O95400,64,123,structured
O95400,256,280,disordered
O95405,2,21,structured
O95405,765,853,disordered
O95405,895,911,structured
O95405,912,916,disordered
O95405,917,934,structured
O95405,935,936,disordered
O95405,937,1209,structured
O95405,1210,1216,disordered
O95405,1217,1250,structured
O95405,1251,1261,disordered
O95405,1262,1298,structured
O95405,1299,1300,disordered
O95405,1301,1318,structured
O95405,1319,1332,disordered
O95405,1333,1401,structured
O95405,1402,1411,disordered
O95405,1412,1424,structured
O95429,357,376,disordered
O95429,377,457,structured
O95470,62,109,disordered
O95470,111,553,structured
O95470,554,568,disordered
O95644,391,400,disordered
O95644,414,415,structured
O95644,416,425,disordered
O95644,426,434,structured
O95644,435,458,disordered
O95644,459,537,structured
O95644,538,559,disordered
O95644,560,591,structured
O95696,48,61,structured
O95696,63,80,disordered
O95696,205,674,structured
O95696,931,950,structured
O95696,965,1043,structured
O95718,97,168,structured
O95718,169,194,disordered
O95718,235,431,structured
O95822,39,58,structured
O95822,64,275,structured
O95822,282,343,structured
O95822,344,371,disordered
O95822,372,488,structured
O95831,78,127,disordered
O95831,129,195,structured
O95831,199,509,structured
O95831,511,559,disordered
O95831,562,610,structured
O95843,1,22,disordered
O95843,23,185,structured
O95843,186,209,disordered
O95997,1,202,disordered
O96013,9,68,disordered
O96013,300,589,structured
O96018,1,214,disordered
O96018,215,569,structured
O96019,1,11,disordered
O96019,12,44,structured
O96019,45,67,disordered
O96019,68,215,structured
O96019,216,245,disordered
O96019,246,284,structured
O96019,293,311,structured
O96019,312,322,disordered
O96019,323,417,structured
O96019,418,429,disordered
O96028,218,253,structured
O96028,259,298,structured
O96028,314,346,structured
O96028,661,986,disordered
O96028,987,1018,structured
O96028,1025,1203,structured
O96028,1206,1365,disordered
O96759,12,61,structured
O96759,74,183,structured
O96759,186,282,structured
O96759,290,367,structured
O96759,379,483,structured
O96759,489,515,structured
O96759,543,562,disordered
O96759,563,584,structured
P00004,1,105,disordered
P00127,1,72,disordered
P00127,74,147,structured
P00392,1,69,structured
P00392,98,549,structured
P00392,550,561,disordered
P00452,5,267,structured
P00452,274,736,structured
P00452,737,761,disordered
P00519,27,234,disordered
P00519,235,248,structured
P00519,249,254,disordered
P00519,255,261,structured
P00519,262,266,disordered
P00519,267,271,structured
P00519,272,291,disordered
P00519,292,309,structured
P00519,310,312,disordered
P00519,313,382,structured
P00519,383,401,disordered
P00519,402,496,structured
P00519,497,515,disordered
P00519,1007,1026,disordered
P00519,1027,1130,structured
P00736,28,60,structured
P00736,63,79,structured
P00736,83,128,structured
P00736,142,190,structured
P00736,193,305,disordered
P00736,309,323,structured
P00736,326,415,structured
P00736,425,458,structured
P00736,464,508,structured
P00736,515,597,structured
P00736,604,621,structured
P00736,635,662,structured
P00736,666,703,structured
P00742,90,126,disordered
P00742,128,177,structured
P00742,235,468,structured
P00760,4,47,disordered
P00760,48,67,structured
P00760,68,89,disordered
P00760,90,114,structured
P00760,115,125,disordered
P00760,126,141,structured
P00760,142,159,disordered
P00760,160,186,structured
P00760,187,198,disordered
P00760,199,246,structured
P00974,14,38,disordered
P00974,39,91,structured
P01009,25,47,disordered
P01009,48,129,structured
P01009,132,367,structured
P01009,381,417,structured
P01034,27,37,disordered
P01034,38,146,structured
P01042,438,531,disordered
P01050,1,65,disordered
P01071,1,181,disordered
P01096,1,18,disordered
P01096,48,75,structured
P01097,23,27,structured
P01097,28,50,disordered
P01097,51,58,structured
P01127,90,105,structured
P01127,106,119,disordered
P01127,120,182,structured
P01130,4,275,disordered
P01130,276,353,structured
P01130,354,393,disordered
P01130,394,408,structured
P01130,415,416,disordered
P01130,417,455,structured
P01130,456,464,disordered
P01130,474,475,disordered
P01130,476,713,structured
P01130,714,788,disordered
P01130,819,832,disordered
P01160,56,123,disordered
P01501,44,70,disordered
P01730,26,122,structured
P01730,372,458,disordered
P01732,22,127,structured
P01732,128,182,disordered
P01732,209,227,structured
P02469,29,102,structured
P02469,108,283,structured
P02469,290,493,structured
P02469,494,540,disordered
P02469,1736,1786,structured
P02533,295,331,disordered
P02533,332,419,structured
P02545,45,65,structured
P02545,75,220,structured
P02545,223,247,structured
P02545,313,337,structured
P02545,340,381,structured
P02545,429,546,structured
P02545,567,664,disordered
P02631,3,50,structured
P02631,51,62,disordered
P02631,63,109,structured
P02666,1,224,disordered
P02671,25,35,disordered
P02671,153,207,structured
P02671,232,581,disordered
P02671,670,866,structured
P02721,37,54,structured
P02721,55,66,disordered
P02721,67,83,structured
P02721,84,108,disordered
P02730,1,54,disordered
P02760,28,190,structured
P02760,191,202,disordered
P02760,206,229,disordered
P02760,230,282,structured
P02760,286,338,structured
P02760,340,352,disordered
P02774,29,75,structured
P02774,85,96,structured
P02774,107,127,disordered
P02774,128,333,structured
P02774,339,376,structured
P02774,381,472,structured
P02783,1,70,disordered
P02808,20,62,disordered
P02929,103,151,disordered
P02929,165,235,structured
P02994,5,441,structured
P02994,442,458,disordered
P03040,3,55,structured
P03040,56,66,disordered
P03045,1,107,disordered
P03050,1,53,disordered
P03086,1,13,structured
P03086,14,23,disordered
P03086,24,39,structured
P03086,40,71,disordered
P03087,1,21,disordered
P03087,22,30,structured
P03087,44,343,structured
P03087,344,362,disordered
P03101,18,403,structured
P03101,438,479,structured
P03101,486,505,disordered
P03126,1,10,disordered
P03126,14,77,structured
P03126,78,89,disordered
P03126,90,147,structured
P03126,148,158,disordered
P03255,1,289,disordered
P03259,1,266,disordered
P03265,180,292,structured
P03265,294,334,disordered
P03265,350,400,structured
P03265,406,426,structured
P03265,433,453,structured
P03265,454,464,disordered
P03265,465,529,structured
P03347,110,148,disordered
P03347,280,352,structured
P03347,353,389,disordered
P03347,428,449,disordered
P03372,1,184,disordered
P03372,185,213,structured
P03372,214,236,disordered
P03372,237,252,structured
P03372,253,262,disordered
P03372,263,286,structured
P03372,287,310,disordered
P03372,311,328,structured
P03372,329,342,disordered
P03372,343,358,structured
P03372,360,399,structured
P03372,401,410,structured
P03372,411,422,disordered
P03372,423,456,structured
P03372,457,474,disordered
P03372,475,524,structured
P03372,525,595,disordered
P03421,1,118,disordered
P03421,131,158,structured
P03421,161,241,disordered
P03422,1,360,disordered
P03422,377,457,disordered
P03422,459,507,structured
P03433,1,196,structured
P03433,197,257,disordered
P03433,258,348,structured
P03433,354,371,structured
P03433,372,397,disordered
P03433,398,549,structured
P03433,558,716,structured
P03496,73,82,disordered
P03496,87,202,structured
P03496,204,230,disordered
P03520,1,60,disordered
P03520,94,105,structured
P03607,20,57,disordered
P03607,81,279,structured
P03709,42,80,disordered
P03709,81,132,structured
P03714,1,24,disordered
P03714,25,45,structured
P03714,46,62,disordered
P03714,63,116,structured
P03956,20,31,disordered
P03956,32,45,structured
P03956,46,57,disordered
P03956,58,98,structured
P03956,107,263,structured
P03956,270,465,structured
P04004,1,130,disordered
P04004,154,184,structured
P04004,193,213,structured
P04004,217,261,structured
P04004,269,284,structured
P04004,331,473,structured
P04035,484,860,structured
P04035,861,888,disordered
P04083,1,41,disordered
P04083,42,115,structured
P04083,116,185,disordered
P04083,186,346,structured
P04150,1,530,disordered
P04150,531,549,structured
P04150,551,615,structured
P04150,616,618,disordered
P04150,619,632,structured
P04150,633,637,disordered
P04150,638,681,structured
P04150,683,702,structured
P04150,703,710,disordered
P04150,711,740,structured
P04150,741,767,disordered
P04150,768,775,structured
P04150,776,777,disordered
P04198,28,60,disordered
P04198,72,89,structured
P04273,23,126,disordered
P04273,127,193,structured
P04273,197,225,structured
P04325,34,50,disordered
P04325,66,116,disordered
P04383,1,81,disordered
P04383,82,348,structured
P04386,8,49,structured
P04386,50,144,disordered
P04480,1,172,disordered
P04584,2,110,structured
P04584,111,135,disordered
P04584,136,612,structured
P04584,615,676,structured
P04584,684,703,structured
P04584,707,744,structured
P04584,754,823,structured
P04584,841,968,structured
P04584,971,1172,structured
P04584,1175,1214,structured
P04584,1225,1377,structured
P04626,24,27,disordered
P04626,28,36,structured
P04626,37,38,disordered
P04626,41,54,structured
P04626,58,66,structured
P04626,67,68,disordered
P04626,69,73,structured
P04626,75,111,structured
P04626,113,119,structured
P04626,120,134,disordered
P04626,135,148,structured
P04626,150,173,structured
P04626,174,176,disordered
P04626,177,184,structured
P04626,185,191,disordered
P04626,192,194,structured
P04626,195,202,disordered
P04626,203,204,structured
P04626,205,219,disordered
P04626,220,269,structured
P04626,270,274,disordered
P04626,275,324,structured
P04626,325,327,disordered
P04626,328,334,structured
P04626,335,336,disordered
P04626,337,382,structured
P04626,383,388,disordered
P04626,389,528,structured
P04626,529,530,disordered
P04626,531,586,structured
P04626,587,653,disordered
P04626,703,705,disordered
P04626,757,760,disordered
P04626,866,883,disordered
P04626,988,1255,disordered
P04711,36,123,structured
P04711,124,140,disordered
P04711,141,228,structured
