acc,start,end,label
A4IDS4,212,246,disordered
A4ZNR2,1,121,disordered
A5F384,4,100,structured
A5F384,101,110,disordered
A5F384,111,272,structured
A6ND01,20,109,structured
A6ND01,111,122,disordered
A6ND01,123,159,structured
A6ND01,164,228,structured
A6NI73,44,146,structured
A6NI73,147,157,disordered
A6NI73,158,176,structured
A6NI73,180,236,structured
A6YID9,1,38,disordered
A6YID9,39,136,structured
A7KHA7,24,50,disordered
A7KHA7,51,61,structured
A7L035,22,47,disordered
A7UMX5,1,996,disordered
A7YK37,1,227,disordered
A7YK37,228,299,structured
A7YK37,301,343,structured
A7YK37,349,362,structured
A7YK37,366,380,structured
A7YK37,382,440,structured
A7YK37,444,530,structured
A7ZUK2,16,335,structured
A7ZUK2,339,930,structured
A7ZUK2,931,1134,disordered
A7ZUK2,1137,1375,structured
A8BB85,2,134,structured
A8BB85,135,160,disordered
A8BB85,162,243,structured
A8BB85,251,271,structured
A8BB85,273,316,structured
A8MTZ0,1,25,disordered
A8MTZ0,26,80,structured
A8MTZ0,81,92,disordered
B2LME8,32,155,disordered
B2LME8,174,400,structured
B2RLE7,23,54,disordered
B2RLE7,68,256,structured
B2RLE7,266,359,disordered
B5TV91,1,117,structured
B5TV91,118,134,disordered
B5TV91,135,185,structured
B5TV91,186,226,disordered
B5TV91,227,289,structured
B6KJB6,337,542,disordered
B7T1D7,1,27,structured
B7T1D7,42,126,structured
B7T1D7,127,137,disordered
B7T1D7,138,203,structured
B7T1D7,216,250,disordered
B7T1D7,251,285,structured
B8YB65,1,104,disordered
B8ZXI1,1,20,structured
B8ZXI1,24,150,structured
B8ZXI1,157,224,structured
B8ZXI1,228,291,structured
B8ZXI1,292,326,disordered
B8ZXI1,331,414,structured
B9KDD4,2,280,structured
B9KDD4,281,327,disordered
B9KDD4,328,603,structured
B9KDD4,608,711,structured
C0J347,264,464,disordered
C6ZFX3,1,94,disordered
C9ZXG5,42,104,disordered
C9ZXG5,105,212,structured
D0AB09,1,10,disordered
D0AB09,11,82,structured
D0AB09,86,333,structured
D0AB09,340,421,structured
D0NBE6,97,247,structured
D0NBE6,251,330,structured
D0NBE6,335,369,structured
D0NBE6,370,381,disordered
D0PV95,1,168,disordered
D1A4G7,200,413,disordered
D1A4G7,414,697,structured
D1A4G7,741,758,structured
D1A4G7,763,1315,structured
D1M863,1,25,disordered
D1M863,26,145,structured
D3TI84,2,186,structured
D3TI84,187,244,disordered
D3TI84,246,330,structured
D3TI84,336,400,structured
D3TI84,404,491,structured
D3TI84,492,503,disordered
D3TI84,505,522,structured
D3TI84,533,661,structured
D3TI84,663,690,disordered
D3TI84,711,727,structured
D3TI84,737,791,structured
D3TI84,795,933,disordered
E1BSW7,2,139,disordered
E3T1W8,22,39,disordered
E3T1W8,40,117,structured
E3T1W8,127,273,structured
E3T1W8,279,291,structured
E3T1W8,292,319,disordered
E3T1W8,320,411,structured
E3T1W8,420,530,structured
E3T1W8,532,541,disordered
E6Y5X0,232,321,disordered
E9AD06,1,66,disordered
E9AD06,67,150,structured
E9ADE1,13,100,structured
E9ADE1,101,121,disordered
E9ADE1,122,148,structured
E9ADE1,156,199,structured
E9AE57,1,21,disordered
E9AE57,28,375,structured
E9AE57,386,568,structured
F0TTD6,2,158,structured
F0TTD6,159,252,disordered
F1NGB1,190,455,disordered
F1QR43,51,72,disordered
F1QR43,73,212,structured
F1QR43,217,586,structured
F2WK69,88,164,disordered
F2WK69,165,377,structured
F4IED2,161,498,disordered
F4JL28,16,60,structured
F4JL28,63,194,structured
F4JL28,195,208,disordered
F4JL28,209,220,structured
F4JL28,221,234,disordered
F6IAY2,177,346,disordered
F8UU09,1,82,disordered
F8UU09,83,468,structured
F9UST4,3,125,structured
F9UST4,126,147,disordered
F9UST4,148,258,structured
G0SCY6,1,25,disordered
G0SCY6,32,42,structured
G0SCY6,43,56,disordered
G0SCY6,57,70,structured
G0SCY6,83,125,structured
G1TDB3,1,39,disordered
G1TDB3,40,114,structured
G1TDB3,115,124,disordered
G3V7P1,181,251,disordered
G4NEJ8,1,38,disordered
G4NEJ8,44,80,structured
G4NEJ8,84,116,structured
G4NEJ8,117,158,disordered
G5EFZ1,1,19,disordered
G5EFZ1,27,196,structured
G5EFZ1,198,297,structured
G5EFZ1,305,519,structured
G5EFZ1,520,539,disordered
G8HXD9,1,56,disordered
H0W0T5,8,361,structured
H0W0T5,363,565,disordered
H2L2M0,1,88,structured
H2L2M0,91,117,disordered
I1JLC8,1,105,disordered
J7JU64,29,68,disordered
J7M799,1,237,disordered
J7QLC0,1006,1706,disordered
J9V8B5,44,97,disordered
M4GGR4,1,14,disordered
M4GGR4,15,355,structured
N1NXA6,5,47,structured
N1NXA6,64,99,disordered
O00189,160,184,disordered
O00189,185,383,structured
O00189,384,399,disordered
O00189,400,427,structured
O00189,436,453,structured
O00268,408,838,disordered
O00268,871,919,structured
O00268,920,945,disordered
O00268,946,966,structured
O00268,1054,1085,structured
O00273,1,100,disordered
O00273,101,307,structured
O00410,1,21,disordered
O00410,22,315,structured
O00410,316,329,disordered
O00410,332,591,structured
O00410,599,1097,structured
O00488,1,35,disordered
O00488,55,77,structured
O00488,78,116,disordered
O00522,64,75,structured
O00522,118,128,disordered
O00522,155,168,structured
O00522,169,198,disordered
O00522,288,416,structured
O00522,420,610,structured
O00522,615,646,structured
O00522,654,729,structured
O00548,22,47,structured
O00548,52,95,structured
O00548,106,132,structured
O00548,140,291,structured
O00548,443,551,disordered
O00584,34,188,structured
O00584,192,214,structured
O00584,215,234,disordered
O00584,235,252,structured
O01479,196,221,disordered
O01479,222,388,structured
O04147,1,102,structured
O04147,103,113,disordered
O04147,116,181,structured
O05574,50,110,disordered
O06522,18,56,disordered
O06522,57,223,structured
O08583,77,104,disordered
O08583,105,182,structured
O08785,42,88,structured
O08785,89,107,disordered
O08785,223,248,disordered
O08785,258,269,disordered
O08785,519,556,structured
O13828,2,72,structured
O13828,82,114,structured
O13828,123,185,structured
O13828,196,206,structured
O13828,220,235,structured
O13828,240,291,disordered
O13828,553,741,disordered
O13916,1,23,structured
O13916,25,80,disordered
O14140,1,54,disordered
O14214,1,83,disordered
O14214,86,235,structured
O14214,241,270,structured
O14214,271,304,disordered
O14352,1,11,disordered
O14352,12,71,structured
O14352,72,91,disordered
O14519,1,60,disordered
O14519,61,115,structured
O14678,2,12,disordered
O14678,13,356,structured
O14678,357,383,disordered
O14678,384,604,structured
O14745,11,241,structured
O14745,242,358,disordered
O14775,1,56,disordered
O14775,220,233,structured
O14775,264,276,structured
O14776,98,108,disordered
O14776,699,721,structured
O14776,856,893,structured
O14776,896,1077,structured
O14958,23,57,structured
O14958,69,258,structured
O14958,268,370,structured
O14958,371,399,disordered
O15151,14,25,disordered
O15151,26,106,structured
O15151,107,116,disordered
O15151,181,300,disordered
O15151,301,334,structured
O15151,395,404,disordered
O15151,427,429,disordered
O15151,430,490,structured
O15234,137,286,disordered
O15273,1,88,structured
O15273,91,167,disordered
O15294,1,88,disordered
O15294,191,322,structured
O15294,325,723,structured
O15294,729,755,structured
O15294,757,771,disordered
O15294,773,1037,structured
O15344,87,116,disordered
O15344,117,509,structured
O15344,526,661,structured
O15350,10,25,disordered
O15350,26,31,structured
O15350,114,310,structured
O15350,349,398,disordered
O15350,492,548,structured
O15350,549,564,disordered
O15392,1,99,disordered
O15392,100,119,structured
O15392,121,139,structured
O15392,140,142,disordered
O15550,880,885,disordered
O15550,886,902,structured
O15550,903,909,disordered
O15550,910,1047,structured
O15550,1048,1077,disordered
O15550,1078,1395,structured
O15550,1396,1401,disordered
O15922,1,89,disordered
O15922,90,229,structured
O15922,230,240,disordered
O15922,241,262,structured
O15922,267,314,structured
O15922,315,324,disordered
O15922,325,447,structured
O16043,1,183,disordered
O17087,549,706,structured
O17087,718,765,structured
O17087,780,803,structured
O17087,813,860,disordered
O17087,896,905,structured
O23764,1,422,disordered
O23813,53,62,disordered
O23813,64,87,structured
O23813,89,113,structured
O23813,116,233,structured
O23813,242,254,structured
O23813,257,628,structured
O24172,1,33,structured
O24172,34,50,disordered
O24646,1,77,disordered
O24646,109,150,disordered
O25555,96,125,disordered
O28362,1,16,disordered
O28362,17,78,structured
O28362,79,102,disordered
O28769,1,233,disordered
O28769,237,274,structured
O28769,280,328,structured
O31851,40,88,structured
O31851,89,125,disordered
O31851,126,190,structured
O32728,1,101,disordered
O32728,102,158,structured
O32728,159,250,disordered
O33599,26,44,disordered
O33599,45,146,structured
O33599,147,182,disordered
O33599,188,314,structured
O35274,1,154,disordered
O35274,417,602,disordered
O35718,15,225,disordered
O39946,61,91,disordered
O39946,150,194,disordered
O43313,362,823,disordered
O43318,27,44,structured
O43318,48,65,structured
O43318,66,80,disordered
O43318,81,93,structured
O43318,97,176,structured
O43318,178,190,disordered
O43318,191,305,structured
O43474,1,130,disordered
O43474,430,512,structured
O43521,1,41,disordered
O43521,97,171,disordered
O43776,98,110,disordered
O43776,112,213,structured
O43776,224,277,structured
O43776,282,324,structured
O43776,331,548,structured
O43791,29,59,structured
O43791,60,64,disordered
O43791,65,77,structured
O43791,78,79,disordered
O43791,80,93,structured
O43791,94,96,disordered
O43791,97,108,structured
O43791,110,164,structured
O43791,165,166,disordered
O43791,168,179,disordered
O43791,180,231,structured
O43791,232,237,disordered
O43791,238,269,structured
O43791,270,319,disordered
O43791,320,354,structured
O43791,355,374,disordered
O49195,16,48,disordered
O49195,51,270,structured
O50008,2,447,structured
O50008,448,460,disordered
O50008,461,760,structured
O54928,175,244,disordered
O55000,1,308,structured
O55000,309,433,disordered
O57173,1,50,disordered
O57173,51,104,structured
O57173,114,186,structured
O60200,6,36,structured
O60200,40,66,structured
O60200,67,81,disordered
O60260,1,72,structured
O60260,73,99,disordered
O60260,109,142,disordered
O60260,143,217,structured
O60260,218,221,disordered
O60260,222,353,structured
O60260,354,361,disordered
O60260,362,377,structured
O60260,378,392,disordered
O60260,393,404,structured
O60260,405,413,disordered
O60260,414,465,structured
O60486,37,511,structured
O60486,520,537,structured
O60486,573,586,structured
O60486,642,659,disordered
O60486,660,789,structured
O60486,793,813,structured
O60486,820,850,structured
O60486,869,881,structured
O60486,924,935,structured
O60502,1,58,disordered
O60502,59,174,structured
O60502,175,181,disordered
O60502,182,333,structured
O60502,334,373,disordered
O60502,374,391,structured
O60502,392,537,disordered
O60502,554,587,structured
O60502,588,605,disordered
O60502,606,659,structured
O60502,660,681,disordered
O60502,682,693,structured
O60502,694,916,disordered
O60508,1,82,disordered
O60508,117,131,structured
O60568,33,71,structured
O60568,72,86,disordered
O60568,87,285,structured
O60568,293,591,structured
O60568,592,605,disordered
O60568,606,738,structured
O60741,1,93,disordered
O60741,108,129,structured
O60741,140,195,structured
O60741,209,240,structured
O60741,253,324,structured
O60741,340,586,structured
O60828,1,265,disordered
O60885,41,42,disordered
O60885,44,59,disordered
O60885,60,162,structured
O60885,163,183,disordered
O60885,333,349,disordered
O60885,353,458,structured
O60885,459,460,disordered
O60885,600,1362,structured
O60888,45,60,disordered
O60888,63,168,structured
O60888,170,179,disordered
O60927,1,126,disordered
O60934,272,295,disordered
O60934,335,392,disordered
O60934,423,438,disordered
O60934,655,712,structured
O61380,578,660,disordered
O61667,46,106,disordered
O62301,1,192,structured
O62301,194,210,disordered
O62301,217,254,structured
O62301,255,288,disordered
O62301,289,355,structured
O62301,388,417,structured
O62479,4,19,structured
O62479,28,42,structured
O62479,48,101,structured
O62479,106,127,disordered
O62479,130,167,structured
O62479,169,190,structured
O62479,250,407,structured
O66493,2,48,structured
O66493,58,86,structured
O66493,87,117,disordered
O66493,118,323,structured
O66493,326,350,disordered
O66493,353,398,structured
O66683,1,88,disordered
O66858,1,60,disordered
O66858,73,191,structured
O66858,195,238,structured
O66858,242,352,structured
O66858,357,389,structured
O67086,1,59,disordered
O67086,60,89,structured
O67086,90,118,disordered
O70200,1,16,disordered
O70200,17,123,structured
O70200,124,147,disordered
O73557,1,29,disordered
O73557,30,70,structured
O73557,71,99,disordered
O74774,1,155,disordered
O74774,156,203,structured
O74774,204,259,disordered
O74774,260,274,structured
O74774,282,592,structured
O75151,3,59,structured
O75151,60,79,disordered
O75151,86,444,structured
O75223,1,13,disordered
O75223,15,182,structured
O75324,1,33,structured
O75324,34,60,disordered
O75324,61,88,structured
O75469,130,142,disordered
O75469,143,176,structured
O75469,177,210,disordered
O75469,211,228,structured
O75469,229,237,disordered
O75469,238,308,structured
O75469,309,318,disordered
O75469,319,381,structured
O75469,382,384,disordered
O75469,385,429,structured
O75469,430,434,disordered
O75475,31,32,disordered
O75475,92,135,disordered
O75475,337,344,disordered
O75475,347,352,disordered
O75475,364,369,disordered
O75475,380,395,disordered
O75475,405,409,disordered
O75475,414,471,disordered
O75506,1,53,disordered
O75506,60,76,disordered
O75554,8,82,structured
O75554,276,376,disordered
O75807,513,631,disordered
O75936,1,187,structured
O75936,188,198,disordered
O75936,199,384,structured
O76074,128,145,disordered
O76074,395,406,disordered
O76074,537,660,structured
O76074,679,788,structured
O76074,811,839,structured
O76074,840,850,disordered
O76074,851,858,structured
O76744,1,23,disordered
O76744,24,422,structured
O77299,1,80,disordered
O80452,140,211,disordered
O80452,212,273,structured
O80452,274,285,disordered
O80452,286,839,structured
O82132,168,335,disordered
O85041,260,839,disordered
O85041,840,869,structured
O86488,569,1250,disordered
O88393,591,729,structured
O88393,730,744,disordered
O88393,745,757,structured
O88998,211,338,structured
O88998,339,352,disordered
O88998,353,477,structured
O89467,4,5,structured
O89467,6,25,disordered
O89467,26,44,structured
O89467,45,78,disordered
O94742,1,89,disordered
O94829,1,18,disordered
O94829,19,151,structured
O94829,159,181,structured
O94829,192,455,structured
O94829,461,482,structured
O94829,484,655,structured
O94829,656,673,disordered
O94829,675,690,structured
O94829,699,794,structured
O94829,814,840,structured
O94829,850,861,structured
O94829,882,895,structured
O94829,936,951,structured
O94907,38,44,disordered
O94907,178,181,disordered
O94907,184,248,structured
O94907,249,260,disordered
O94925,71,136,disordered
O94925,139,187,structured
O94925,193,249,structured
O94925,255,315,structured
O94925,320,531,structured
O94925,601,630,structured
O94925,646,669,disordered
O94986,1,15,disordered
O94986,16,46,structured
O94986,47,60,disordered
O94986,1261,1304,structured
O95155,1208,1227,disordered
O95155,1228,1297,structured
O95197,1,27,disordered
O95197,246,264,structured
O95197,988,1032,disordered
O95292,1,150,disordered
O95391,1,61,disordered
O95391,62,196,structured
O95391,197,264,disordered
O95391,267,363,structured
O95391,372,586,disordered
O95400,64,123,structured
O95400,256,280,disordered
O95429,357,376,disordered
O95429,377,457,structured
O95470,62,109,disordered
O95470,111,553,structured
O95470,554,568,disordered
O95630,2,139,structured
O95630,140,146,disordered
O95630,219,251,disordered
O95630,252,424,structured
O95644,391,400,disordered
O95644,414,415,structured
O95644,416,425,disordered
O95644,426,434,structured
O95644,435,458,disordered
O95644,459,537,structured
O95644,538,559,disordered
O95644,560,591,structured
O95696,48,61,structured
O95696,63,80,disordered
O95696,205,674,structured
O95696,931,950,structured
O95696,965,1043,structured
O95822,39,58,structured
O95822,64,275,structured
O95822,282,343,structured
O95822,344,371,disordered
O95822,372,488,structured
O95831,78,127,disordered
O95831,129,195,structured
O95831,199,509,structured
O95831,511,559,disordered
O95831,562,610,structured
O95843,1,22,disordered
O95843,23,185,structured
O95843,186,209,disordered
O95997,1,202,disordered
O96013,9,68,disordered
O96013,300,589,structured
O96018,1,214,disordered
O96018,215,569,structured
O96019,1,11,disordered
O96019,12,44,structured
O96019,45,67,disordered
O96019,68,215,structured
O96019,216,245,disordered
O96019,246,284,structured
O96019,293,311,structured
O96019,312,322,disordered
O96019,323,417,structured
O96019,418,429,disordered
O96028,218,253,structured
O96028,259,298,structured
O96028,314,346,structured
O96028,661,986,disordered
O96028,987,1018,structured
O96028,1025,1203,structured
O96028,1206,1365,disordered
O96759,12,61,structured
O96759,74,183,structured
O96759,186,282,structured
O96759,290,367,structured
O96759,379,483,structured
O96759,489,515,structured
O96759,543,562,disordered
O96759,563,584,structured
P00004,1,105,disordered
P00127,1,72,disordered
P00127,74,147,structured
P00392,1,69,structured
P00392,98,549,structured
P00392,550,561,disordered
P00452,5,267,structured
P00452,274,736,structured
P00452,737,761,disordered
P00519,27,234,disordered
P00519,235,248,structured
P00519,249,254,disordered
P00519,255,261,structured
P00519,262,266,disordered
P00519,267,271,structured
P00519,272,291,disordered
P00519,292,309,structured
P00519,310,312,disordered
P00519,313,382,structured
P00519,383,401,disordered
P00519,402,496,structured
P00519,497,515,disordered
P00519,1007,1026,disordered
P00519,1027,1130,structured
P00734,90,110,disordered
P00734,111,186,structured
P00734,187,211,disordered
P00734,214,291,structured
P00734,298,316,disordered
P00734,334,360,structured
P00734,364,509,structured
P00734,518,620,structured
P00974,14,38,disordered
P00974,39,91,structured
P01009,25,47,disordered
P01009,48,129,structured
P01009,132,367,structured
P01009,381,417,structured
P01023,28,682,structured
P01023,683,728,disordered
P01023,730,1335,structured
P01034,27,37,disordered
P01034,38,146,structured
P01042,438,531,disordered
P01050,1,65,disordered
P01071,1,181,disordered
P01089,32,35,structured
P01089,36,45,disordered
P01089,46,67,structured
P01089,68,92,disordered
P01089,93,156,structured
P01094,1,68,disordered
P01097,23,27,structured
P01097,28,50,disordered
P01097,51,58,structured
P01100,138,139,disordered
P01100,140,192,structured
P01100,199,200,disordered
P01100,216,380,disordered
P01127,90,105,structured
P01127,106,119,disordered
P01127,120,182,structured
P01130,4,275,disordered
P01130,276,353,structured
P01130,354,393,disordered
P01130,394,408,structured
P01130,415,416,disordered
P01130,417,455,structured
P01130,456,464,disordered
P01130,474,475,disordered
P01130,476,713,structured
P01130,714,788,disordered
P01130,819,832,disordered
P01139,19,238,disordered
P01160,56,123,disordered
P01501,44,70,disordered
P01730,26,122,structured
P01730,372,458,disordered
P02469,29,102,structured
P02469,108,283,structured
P02469,290,493,structured
P02469,494,540,disordered
P02469,1736,1786,structured
P02533,295,331,disordered
P02533,332,419,structured
P02631,3,50,structured
P02631,51,62,disordered
P02631,63,109,structured
P02655,35,39,structured
P02655,40,65,disordered
P02655,66,101,structured
P02666,1,224,disordered
P02671,25,35,disordered
P02671,153,207,structured
P02671,232,581,disordered
P02671,670,866,structured
P02721,37,54,structured
P02721,55,66,disordered
P02721,67,83,structured
P02721,84,108,disordered
P02730,1,54,disordered
P02760,28,190,structured
P02760,191,202,disordered
P02760,206,229,disordered
P02760,230,282,structured
P02760,286,338,structured
P02760,340,352,disordered
P02774,29,75,structured
P02774,85,96,structured
P02774,107,127,disordered
P02774,128,333,structured
P02774,339,376,structured
P02774,381,472,structured
P02783,1,70,disordered
P02808,20,62,disordered
P03040,3,55,structured
P03040,56,66,disordered
P03045,1,107,disordered
P03050,1,53,disordered
P03070,7,16,structured
P03070,17,26,disordered
P03070,27,38,structured
P03070,39,48,disordered
P03070,49,67,structured
P03070,68,87,disordered
P03070,88,102,structured
P03070,103,134,disordered
P03070,135,250,structured
P03070,266,627,structured
P03086,1,13,structured
P03086,14,23,disordered
P03086,24,39,structured
P03086,40,71,disordered
P03101,18,403,structured
P03101,438,479,structured
P03101,486,505,disordered
P03126,1,10,disordered
P03126,14,77,structured
P03126,78,89,disordered
P03126,90,147,structured
P03126,148,158,disordered
P03255,1,289,disordered
P03265,180,292,structured
P03265,294,334,disordered
P03265,350,400,structured
P03265,406,426,structured
P03265,433,453,structured
P03265,454,464,disordered
P03265,465,529,structured
P03372,1,184,disordered
P03372,185,213,structured
P03372,214,236,disordered
P03372,237,252,structured
P03372,253,262,disordered
P03372,263,286,structured
P03372,287,310,disordered
P03372,311,328,structured
P03372,329,342,disordered
P03372,343,358,structured
P03372,360,399,structured
P03372,401,410,structured
P03372,411,422,disordered
P03372,423,456,structured
P03372,457,474,disordered
P03372,475,524,structured
P03372,525,595,disordered
P03421,1,118,disordered
P03421,131,158,structured
P03421,161,241,disordered
P03422,1,360,disordered
P03422,377,457,disordered
P03422,459,507,structured
P03431,1,15,structured
P03431,16,81,disordered
P03431,685,754,structured
P03437,30,52,structured
P03437,55,341,structured
P03437,382,507,structured
P03437,508,520,disordered
P03496,73,82,disordered
P03496,87,202,structured
P03496,204,230,disordered
P03520,1,60,disordered
P03520,94,105,structured
P03607,20,57,disordered
P03607,81,279,structured
P03709,42,80,disordered
P03709,81,132,structured
P04035,484,860,structured
P04035,861,888,disordered
P04083,1,41,disordered
P04083,42,115,structured
P04083,116,185,disordered
P04083,186,346,structured
P04183,1,17,disordered
P04183,18,60,structured
P04183,64,73,disordered
P04183,75,191,structured
P04183,193,234,disordered
P04198,28,60,disordered
P04198,72,89,structured
P04273,23,126,disordered
P04273,127,193,structured
P04273,197,225,structured
P04325,34,50,disordered
P04325,66,116,disordered
P04383,1,81,disordered
P04383,82,348,structured
P04386,8,49,structured
P04386,50,144,disordered
P04480,1,172,disordered
P04554,46,102,disordered
P04626,24,27,disordered
P04626,28,36,structured
P04626,37,38,disordered
P04626,41,54,structured
P04626,58,66,structured
P04626,67,68,disordered
P04626,69,73,structured
P04626,75,111,structured
P04626,113,119,structured
P04626,120,134,disordered
P04626,135,148,structured
P04626,150,173,structured
P04626,174,176,disordered
P04626,177,184,structured
P04626,185,191,disordered
P04626,192,194,structured
P04626,195,202,disordered
P04626,203,204,structured
P04626,205,219,disordered
P04626,220,269,structured
P04626,270,274,disordered
P04626,275,324,structured
P04626,325,327,disordered
P04626,328,334,structured
P04626,335,336,disordered
P04626,337,382,structured
P04626,383,388,disordered
P04626,389,528,structured
P04626,529,530,disordered
P04626,531,586,structured
P04626,587,653,disordered
P04626,703,705,disordered
P04626,757,760,disordered
P04626,866,883,disordered
P04626,988,1255,disordered
P04711,36,123,structured
P04711,124,140,disordered
P04711,141,228,structured
P04711,233,347,structured
P04711,365,760,structured
P04711,768,926,structured
P04711,946,970,structured
P04818,1,27,disordered
P04818,30,106,structured
P04818,107,128,disordered
P04818,129,306,structured
P04968,12,234,structured
P04968,243,334,structured
P04968,336,480,structured
P04968,481,496,disordered
P04968,497,514,structured
P04972,1,87,disordered
P05019,52,69,structured
P05019,70,90,disordered
P05019,91,111,structured
P05055,2,74,structured
P05055,75,84,disordered
P05055,85,237,structured
P05055,238,298,disordered
P05055,299,358,structured
P05055,359,370,disordered
P05055,371,385,structured
P05055,386,395,disordered
P05055,396,542,structured
P05055,543,711,disordered
P05059,1,449,disordered
P05205,17,22,disordered
P05205,23,74,structured
P05205,75,76,disordered
P05205,131,140,disordered
P05205,141,199,structured
P05205,200,206,disordered
P05221,1,16,disordered
P05221,17,33,structured
P05221,34,42,disordered
P05221,43,67,structured
P05221,68,73,disordered
P05221,74,117,structured
P05221,118,200,disordered
P05231,28,46,disordered
P05231,47,74,structured
P05231,89,158,structured
P05231,168,212,structured
P05367,20,56,structured
P05367,89,102,disordered
P05387,1,115,disordered
P05452,1,49,disordered
P05452,50,72,structured
P05452,77,202,structured
P05455,9,188,structured
P05455,195,325,structured
P05455,326,408,disordered
P05546,20,79,disordered
P05546,91,113,disordered
P05546,114,499,structured
P05661,9,203,structured
P05661,213,627,structured
P05661,628,641,disordered
P05661,642,809,structured
P06132,1,10,disordered
P06132,11,366,structured
P06400,52,83,structured
P06400,84,93,disordered
P06400,94,176,structured
P06400,177,184,disordered
P06400,185,206,structured
P06400,207,209,disordered
P06400,210,244,structured
P06400,245,269,disordered
P06400,270,303,structured
P06400,304,310,disordered
P06400,311,345,structured
P06400,346,370,disordered
P06400,372,383,disordered
P06400,384,437,structured
P06400,438,439,disordered
P06400,440,464,structured
P06400,465,471,disordered
P06400,472,499,structured
P06400,500,513,disordered
P06400,514,576,structured
P06400,577,644,disordered
P06400,645,771,structured
P06400,772,928,disordered
P06401,1,566,disordered
P06401,567,631,structured
P06401,632,682,disordered
P06401,683,705,structured
P06401,709,860,structured
P06401,862,931,structured
P06454,1,111,disordered
P06701,1,7,disordered
P06701,8,17,structured
P06701,18,37,disordered
P06701,38,76,structured
P06701,77,82,disordered
P06701,83,158,structured
P06701,159,165,disordered
P06701,166,213,structured
P06701,214,549,disordered
P06701,550,617,structured
P06701,618,620,disordered
P06701,621,634,structured
P06701,635,638,disordered
P06701,639,760,structured
P06701,761,768,disordered
P06701,769,839,structured
P06701,840,848,disordered
P06701,849,975,structured
P06701,976,978,disordered
P06709,4,115,structured
P06709,125,141,structured
P06709,143,192,structured
P06709,198,211,structured
P06709,212,234,disordered
P06709,235,317,structured
P06734,150,159,disordered
P06734,160,243,structured
P06734,244,258,disordered
P06734,259,288,structured
P06734,293,321,disordered
P06748,1,259,disordered
P06836,1,242,disordered
P07140,41,140,structured
P07140,142,173,disordered
P07140,177,611,structured
P07140,613,623,disordered
P07197,790,916,disordered
P07248,75,103,disordered
P07248,104,156,structured
P07250,1,24,disordered
P07250,26,45,structured
P07250,46,57,disordered
P07250,58,75,structured
P07250,76,110,disordered
P07250,111,286,structured
P07250,287,316,disordered
P07250,317,355,structured
P07276,2,34,structured
P07276,35,52,disordered
P07276,53,87,structured
P07276,88,111,disordered
P07276,640,767,disordered
P07276,768,830,structured
P07276,831,834,disordered
P07276,835,898,structured
P07276,899,908,disordered
P07276,909,925,structured
P07276,926,927,disordered
P07276,928,982,structured
P07276,983,986,disordered
P07293,37,108,structured
P07293,120,139,structured
P07293,161,346,structured
