acc,start,end,label
O43715,54,76,disordered
O43776,1,97,structured
O43776,98,110,disordered
O43776,111,548,structured
O43791,1,59,structured
O43791,60,64,disordered
O43791,65,77,structured
O43791,78,79,disordered
O43791,80,93,structured
O43791,94,96,disordered
O43791,97,164,structured
O43791,165,166,disordered
O43791,167,167,structured
O43791,168,179,disordered
O43791,180,231,structured
O43791,232,237,disordered
O43791,238,269,structured
O43791,270,319,disordered
O43791,320,354,structured
O43791,355,374,disordered
O44326,1,612,structured
O44326,613,678,disordered
O48963,1,580,structured
O48963,581,592,disordered
O48963,593,996,structured
O49195,1,15,structured
O49195,16,48,disordered
O49195,49,270,structured
O50008,1,447,structured
O50008,448,460,disordered
O50008,461,765,structured
O54928,1,174,structured
O54928,175,244,disordered
O54928,245,536,structured
O55000,1,308,structured
O55000,309,433,disordered
O55000,434,872,structured
O57173,1,50,disordered
O57173,51,222,structured
O60200,1,66,structured
O60200,67,81,disordered
O60200,82,86,structured
O60239,1,265,structured
O60239,266,452,disordered
O60239,453,455,structured
O60260,1,72,structured
O60260,73,99,disordered
O60260,100,108,structured
O60260,109,142,disordered
O60260,143,217,structured
O60260,218,221,disordered
O60260,222,353,structured
O60260,354,361,disordered
O60260,362,377,structured
O60260,378,392,disordered
O60260,393,404,structured
O60260,405,413,disordered
O60260,414,465,structured
O60486,1,641,structured
O60486,642,659,disordered
O60486,660,1568,structured
O60502,1,58,disordered
O60502,59,174,structured
O60502,175,181,disordered
O60502,182,333,structured
O60502,334,373,disordered
O60502,374,391,structured
O60502,392,537,disordered
O60502,538,587,structured
O60502,588,605,disordered
O60502,606,659,structured
O60502,660,681,disordered
O60502,682,693,structured
O60502,694,916,disordered
O60508,1,82,disordered
O60508,83,579,structured
O60566,1,19,structured
O60566,20,42,disordered
O60566,43,91,structured
O60566,92,95,disordered
O60566,96,203,structured
O60566,204,220,disordered
O60566,221,646,structured
O60566,647,720,disordered
O60566,721,1050,structured
O60568,1,71,structured
O60568,72,86,disordered
O60568,87,591,structured
O60568,592,605,disordered
O60568,606,738,structured
O60701,1,464,structured
O60701,465,494,disordered
O60741,1,93,disordered
O60741,94,890,structured
O60828,1,265,disordered
O60885,1,40,structured
O60885,41,42,disordered
O60885,43,43,structured
O60885,44,59,disordered
O60885,60,162,structured
O60885,163,183,disordered
O60885,184,332,structured
O60885,333,349,disordered
O60885,350,458,structured
O60885,459,460,disordered
O60885,461,1362,structured
O60888,1,44,structured
O60888,45,60,disordered
O60888,61,169,structured
O60888,170,179,disordered
O60927,1,126,disordered
O60934,1,271,structured
O60934,272,295,disordered
O60934,296,334,structured
O60934,335,392,disordered
O60934,393,422,structured
O60934,423,438,disordered
O60934,439,754,structured
O61380,1,577,structured
O61380,578,660,disordered
O61380,661,1666,structured
O61667,1,45,structured
O61667,46,106,disordered
O62301,1,193,structured
O62301,194,210,disordered
O62301,211,254,structured
O62301,255,288,disordered
O62301,289,873,structured
O62479,1,105,structured
O62479,106,127,disordered
O62479,128,492,structured
O65934,1,103,structured
O65934,104,230,disordered
O65934,231,865,structured
O66493,1,86,structured
O66493,87,117,disordered
O66493,118,325,structured
O66493,326,350,disordered
O66493,351,398,structured
O66683,1,88,disordered
O66858,1,60,disordered
O66858,61,398,structured
O67086,1,59,disordered
O67086,60,89,structured
O67086,90,118,disordered
O70200,1,16,disordered
O70200,17,123,structured
O70200,124,147,disordered
O73557,1,29,disordered
O73557,30,70,structured
O73557,71,99,disordered
O74774,1,155,disordered
O74774,156,203,structured
O74774,204,259,disordered
O74774,260,592,structured
O75151,1,59,structured
O75151,60,79,disordered
O75151,80,1096,structured
O75223,1,13,disordered
O75223,14,188,structured
O75324,1,33,structured
O75324,34,60,disordered
O75324,61,88,structured
O75469,1,129,structured
O75469,130,142,disordered
O75469,143,176,structured
O75469,177,210,disordered
O75469,211,228,structured
O75469,229,237,disordered
O75469,238,308,structured
O75469,309,318,disordered
O75469,319,381,structured
O75469,382,384,disordered
O75469,385,429,structured
O75469,430,434,disordered
O75475,1,30,structured
O75475,31,32,disordered
O75475,33,91,structured
O75475,92,135,disordered
O75475,136,336,structured
O75475,337,344,disordered
O75475,345,346,structured
O75475,347,352,disordered
O75475,353,363,structured
O75475,364,369,disordered
O75475,370,379,structured
O75475,380,395,disordered
O75475,396,404,structured
O75475,405,409,disordered
O75475,410,413,structured
O75475,414,471,disordered
O75475,472,530,structured
O75496,1,209,disordered
O75506,1,53,disordered
O75506,54,59,structured
O75506,60,76,disordered
O75533,1,462,disordered
O75533,463,485,structured
O75533,486,489,disordered
O75533,490,1097,structured
O75533,1098,1106,disordered
O75533,1107,1304,structured
O75554,1,275,structured
O75554,276,376,disordered
O75807,1,512,structured
O75807,513,631,disordered
O75807,632,674,structured
O75817,1,28,disordered
O75817,29,140,structured
O75928,1,216,structured
O75928,217,218,disordered
O75928,219,242,structured
O75928,243,250,disordered
O75928,251,328,structured
O75928,329,337,disordered
O75928,338,426,structured
O75928,427,490,disordered
O75928,491,621,structured
O75936,1,187,structured
O75936,188,198,disordered
O75936,199,387,structured
O76074,1,127,structured
O76074,128,145,disordered
O76074,146,394,structured
O76074,395,406,disordered
O76074,407,839,structured
O76074,840,850,disordered
O76074,851,875,structured
O76463,1,403,structured
O76463,404,422,disordered
O76463,423,440,structured
O76744,1,23,disordered
O76744,24,424,structured
O77299,1,80,disordered
O80358,1,85,structured
O80358,86,102,disordered
O80358,103,390,structured
O80452,1,139,structured
O80452,140,211,disordered
O80452,212,273,structured
O80452,274,285,disordered
O80452,286,839,structured
O81283,1,839,disordered
O81283,840,1503,structured
O82132,1,167,structured
O82132,168,335,disordered
O85041,1,259,structured
O85041,260,839,disordered
O85041,840,869,structured
O86488,1,568,structured
O86488,569,1250,disordered
O86488,1251,1315,structured
O88393,1,729,structured
O88393,730,744,disordered
O88393,745,850,structured
O88998,1,338,structured
O88998,339,352,disordered
O88998,353,485,structured
O89467,1,5,structured
O89467,6,25,disordered
O89467,26,44,structured
O89467,45,78,disordered
O94316,1,60,disordered
O94316,61,984,structured
O94742,1,89,disordered
O94829,1,18,disordered
O94829,19,655,structured
O94829,656,673,disordered
O94829,674,963,structured
O94907,1,37,structured
O94907,38,44,disordered
O94907,45,177,structured
O94907,178,181,disordered
O94907,182,248,structured
O94907,249,260,disordered
O94907,261,266,structured
O94925,1,70,structured
O94925,71,136,disordered
O94925,137,645,structured
O94925,646,669,disordered
O94986,1,15,disordered
O94986,16,46,structured
O94986,47,60,disordered
O94986,61,1710,structured
O95149,1,93,disordered
O95149,94,161,structured
O95149,162,165,disordered
O95149,166,287,structured
O95149,288,360,disordered
O95155,1,1207,structured
O95155,1208,1227,disordered
O95155,1228,1302,structured
O95197,1,27,disordered
O95197,28,987,structured
O95197,988,1032,disordered
O95278,1,68,structured
O95278,69,79,disordered
O95278,80,331,structured
O95292,1,150,disordered
O95292,151,243,structured
O95391,1,61,disordered
O95391,62,196,structured
O95391,197,264,disordered
O95391,265,371,structured
O95391,372,586,disordered
O95400,1,255,structured
O95400,256,280,disordered
O95400,281,341,structured
O95405,1,764,structured
O95405,765,853,disordered
O95405,854,911,structured
O95405,912,916,disordered
O95405,917,934,structured
O95405,935,936,disordered
O95405,937,1209,structured
O95405,1210,1216,disordered
O95405,1217,1250,structured
O95405,1251,1261,disordered
O95405,1262,1298,structured
O95405,1299,1300,disordered
O95405,1301,1318,structured
O95405,1319,1332,disordered
O95405,1333,1401,structured
O95405,1402,1411,disordered
O95405,1412,1425,structured
O95429,1,356,structured
O95429,357,376,disordered
O95429,377,457,structured
O95470,1,61,structured
O95470,62,109,disordered
O95470,110,553,structured
O95470,554,568,disordered
O95630,1,139,structured
O95630,140,146,disordered
O95630,147,218,structured
O95630,219,251,disordered
O95630,252,424,structured
O95644,1,390,structured
O95644,391,400,disordered
O95644,401,415,structured
O95644,416,425,disordered
O95644,426,434,structured
O95644,435,458,disordered
O95644,459,537,structured
O95644,538,559,disordered
O95644,560,943,structured
O95696,1,62,structured
O95696,63,80,disordered
O95696,81,1058,structured
O95718,1,168,structured
O95718,169,194,disordered
O95718,195,433,structured
O95822,1,343,structured
O95822,344,371,disordered
O95822,372,493,structured
O95831,1,77,structured
O95831,78,127,disordered
O95831,128,510,structured
O95831,511,559,disordered
O95831,560,613,structured
O95835,1,360,structured
O95835,361,567,disordered
O95835,568,621,structured
O95835,622,635,disordered
O95835,636,1130,structured
O95843,1,22,disordered
O95843,23,185,structured
O95843,186,209,disordered
O95997,1,202,disordered
O96013,1,8,structured
O96013,9,68,disordered
O96013,69,591,structured
O96018,1,214,disordered
O96018,215,575,structured
O96019,1,11,disordered
O96019,12,44,structured
O96019,45,67,disordered
O96019,68,215,structured
O96019,216,245,disordered
O96019,246,311,structured
O96019,312,322,disordered
O96019,323,417,structured
O96019,418,429,disordered
O96028,1,660,structured
O96028,661,986,disordered
O96028,987,1205,structured
O96028,1206,1365,disordered
O96759,1,542,structured
O96759,543,562,disordered
O96759,563,611,structured
P00004,1,105,disordered
P00127,1,72,disordered
P00127,73,147,structured
P00392,1,549,structured
P00392,550,561,disordered
P00452,1,736,structured
P00452,737,761,disordered
P00519,1,26,structured
P00519,27,234,disordered
P00519,235,248,structured
P00519,249,254,disordered
P00519,255,261,structured
P00519,262,266,disordered
P00519,267,271,structured
P00519,272,291,disordered
P00519,292,309,structured
P00519,310,312,disordered
P00519,313,382,structured
P00519,383,401,disordered
P00519,402,496,structured
P00519,497,515,disordered
P00519,516,1006,structured
P00519,1007,1026,disordered
P00519,1027,1130,structured
P00734,1,89,structured
P00734,90,110,disordered
P00734,111,186,structured
P00734,187,211,disordered
P00734,212,297,structured
P00734,298,316,disordered
P00734,317,622,structured
P00736,1,192,structured
P00736,193,305,disordered
P00736,306,705,structured
P00742,1,89,structured
P00742,90,126,disordered
P00742,127,488,structured
P00760,1,3,structured
P00760,4,47,disordered
P00760,48,67,structured
P00760,68,89,disordered
P00760,90,114,structured
P00760,115,125,disordered
P00760,126,141,structured
P00760,142,159,disordered
P00760,160,186,structured
P00760,187,198,disordered
P00760,199,246,structured
P00974,1,13,structured
P00974,14,38,disordered
P00974,39,100,structured
P01009,1,24,structured
P01009,25,47,disordered
P01009,48,418,structured
P01023,1,682,structured
P01023,683,728,disordered
P01023,729,1474,structured
P01034,1,26,structured
P01034,27,37,disordered
P01034,38,146,structured
P01042,1,437,structured
P01042,438,531,disordered
P01042,532,644,structured
P01050,1,65,disordered
P01071,1,181,disordered
P01089,1,35,structured
P01089,36,45,disordered
P01089,46,67,structured
P01089,68,92,disordered
P01089,93,258,structured
P01094,1,68,disordered
P01096,1,18,disordered
P01096,19,109,structured
P01097,1,27,structured
P01097,28,50,disordered
P01097,51,85,structured
P01100,1,137,structured
P01100,138,139,disordered
P01100,140,198,structured
P01100,199,200,disordered
P01100,201,215,structured
P01100,216,380,disordered
P01127,1,105,structured
P01127,106,119,disordered
P01127,120,241,structured
P01130,1,3,structured
P01130,4,275,disordered
P01130,276,353,structured
P01130,354,393,disordered
P01130,394,414,structured
P01130,415,416,disordered
P01130,417,455,structured
P01130,456,464,disordered
P01130,465,473,structured
P01130,474,475,disordered
P01130,476,713,structured
P01130,714,788,disordered
P01130,789,818,structured
P01130,819,832,disordered
P01130,833,860,structured
P01139,1,18,structured
P01139,19,238,disordered
P01139,239,241,structured
P01160,1,55,structured
P01160,56,123,disordered
P01160,124,151,structured
P01501,1,43,structured
P01501,44,70,disordered
P01730,1,371,structured
P01730,372,458,disordered
P01732,1,127,structured
P01732,128,182,disordered
P01732,183,235,structured
P02469,1,493,structured
P02469,494,540,disordered
P02469,541,1786,structured
P02533,1,294,structured
P02533,295,331,disordered
P02533,332,472,structured
P02545,1,566,structured
